# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	13166	PPARA	1	1.205395e-20	2.235887e-16	2.235887e-16	2.138791e+2	4.675539e-2	10	9.351078e-5	2.000000e-2	1	2.905817e-2	1.000000e+0	1.000000e+0	3.441373e+1	2.905817e-2	1	1	1.855288e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	PPARA
Ensembl Genes	13163	WNT7B	2	3.466490e-18	6.429992e-14	3.214996e-14	1.210333e+2	8.262186e-2	10	1.652437e-4	2.000000e-2	1	2.905817e-2	1.000000e+0	1.000000e+0	3.441373e+1	2.905817e-2	1	1	1.855288e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	WNT7B
Ensembl Genes	11018	ETAA1	3	6.686020e-13	1.240190e-8	4.133966e-9	3.520395e+1	2.840590e-1	10	5.681180e-4	2.000000e-2	1	2.905817e-2	1.000000e+0	1.000000e+0	3.441373e+1	2.905817e-2	1	1	1.855288e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ETAA1
Ensembl Genes	10396	SHANK1	4	4.021204e-12	7.458931e-8	1.864733e-8	3.626873e+2	1.378598e-2	5	2.757196e-5	1.000000e-2	1	2.905817e-2	1.000000e+0	1.000000e+0	3.441373e+1	2.905817e-2	1	1	1.855288e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	SHANK1
Ensembl Genes	11017	MEIS1	5	4.023541e-12	7.463266e-8	1.492653e-8	2.927003e+1	3.416463e-1	10	6.832927e-4	2.000000e-2	1	2.905817e-2	1.000000e+0	1.000000e+0	3.441373e+1	2.905817e-2	1	1	1.855288e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	MEIS1
Ensembl Genes	8502	HOXB5	6	4.865467e-12	9.024955e-8	1.504159e-8	1.212372e+3	3.299318e-3	4	6.598635e-6	8.000000e-3	1	2.905817e-2	1.000000e+0	1.000000e+0	3.441373e+1	2.905817e-2	1	1	1.855288e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed	HOXB5
Ensembl Genes	15077	ZDHHC11	7	2.712313e-11	5.031069e-7	7.187242e-8	2.473290e+2	2.021599e-2	5	4.043198e-5	1.000000e-2	1	2.905817e-2	1.000000e+0	1.000000e+0	3.441373e+1	2.905817e-2	1	1	1.855288e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	ZDHHC11
Ensembl Genes	10689	TMEM18	8	4.129134e-11	7.659131e-7	9.573913e-8	6.179476e+1	1.132782e-1	7	2.265564e-4	1.400000e-2	1	2.905817e-2	1.000000e+0	1.000000e+0	3.441373e+1	2.905817e-2	1	1	1.855288e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TMEM18
Ensembl Genes	17208	TBX20	9	4.255392e-11	7.893327e-7	8.770363e-8	6.152570e+1	1.137736e-1	7	2.275472e-4	1.400000e-2	1	2.905817e-2	1.000000e+0	1.000000e+0	3.441373e+1	2.905817e-2	1	1	1.855288e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TBX20
Ensembl Genes	12214	PIGU	10	1.036978e-10	1.923490e-6	1.923490e-7	1.889478e+2	2.646234e-2	5	5.292468e-5	1.000000e-2	1	2.905817e-2	1.000000e+0	1.000000e+0	3.441373e+1	2.905817e-2	1	1	1.855288e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	PIGU
