,Chr,Start,End
2905248,chr14,105932543,105932544
3048443,chr19,36643103,36643104
35104,chr10,46993083,46993084
20712,chr1,156646945,156646946
500370,chr1,149224609,149224610
2912293,chr15,53077272,53077273
2786148,chr10,61122082,61122083
2845976,chr12,22094174,22094175
2877744,chr13,84128712,84128713
2597335,chr8,1321539,1321540
2737411,chr1,21934833,21934834
597207,chr5,127874062,127874063
388292,chr8,142942222,142942223
1289121,chr18,76776461,76776462
500329,chr1,148901530,148901531
5792,chr1,19991678,19991679
2151996,chr5,785173,785174
2111075,chr20,983218,983219
192233,chr20,22557560,22557561
618499,chr9,972249,972250
212340,chr22,50623801,50623802
399044,chr10,12376276,12376277
2649201,chr22,45261555,45261556
49618,chr11,31827100,31827101
2887365,chr14,36978389,36978390
2666126,chr1,232667536,232667537
2916016,chr15,70492133,70492134
965971,chr12,6882538,6882539
304425,chr9,14313355,14313356
2988810,chr17,72312610,72312611
535857,chr15,89905961,89905962
2965409,chr17,3591933,3591934
2830238,chr11,70456768,70456769
165248,chr2,468319,468320
3013334,chr18,77156916,77156917
2178391,chr19,15543952,15543953
2597333,chr8,1321519,1321520
3104165,chr2,238572403,238572404
842991,chr10,42377411,42377412
2881743,chr13,112715460,112715461
2151988,chr5,785130,785131
552612,chr18,53145159,53145160
376541,chr4,85404026,85404027
565962,chr2,66666610,66666611
2848176,chr12,43946278,43946279
2877341,chr13,79170983,79170984
277842,chr7,43485108,43485109
529894,chr14,70234886,70234887
791090,chr1,200226511,200226512
2553168,chr5,131608819,131608820
601237,chr6,10882043,10882044
3047145,chr19,35329679,35329680
2955468,chr16,85832206,85832207
1657004,chr4,85420369,85420370
2944619,chr16,49714594,49714595
90876,chr14,91730362,91730363
2422015,chr18,28681823,28681824
2977646,chr17,37783973,37783974
1407008,chr2,133025694,133025695
920706,chr11,64837412,64837413
3292661,chr7,79081573,79081574
2185436,chr3,125829231,125829232
603433,chr6,73332691,73332692
1202800,chr17,170988,170989
2122806,chr6,73332695,73332696
513363,chr11,31836073,31836074
552483,chr18,47258178,47258179
320526,chrY,13488292,13488293
613356,chr8,10588946,10588947
211123,chr22,46460482,46460483
583381,chr3,44038105,44038106
2873523,chr13,35517351,35517352
2873527,chr13,35517374,35517375
203501,chr21,47517802,47517803
2489506,chr20,47445579,47445580
863840,chr10,88730555,88730556
2424165,chr18,59562530,59562531
49683,chr11,32355250,32355251
2998340,chr17,79763038,79763039
2234205,chr3,181427703,181427704
621278,chr9,116069835,116069836
388101,chr8,134094845,134094846
342044,chr15,42174516,42174517
2145519,chr19,40904731,40904732
2201313,chr3,13205695,13205696
2378110,chr16,2286256,2286257
539893,chr16,49311957,49311958
205961,chr22,25816732,25816733
325235,chr1,115323312,115323313
3305112,chr7,151157594,151157595
2995615,chr17,78512369,78512370
2116752,chr6,1394486,1394487
2251616,chr1,50882441,50882442
500372,chr1,149224711,149224712
3254786,chr6,41342565,41342566
2624259,chr9,138036485,138036486
633242,chr11,2324965,2324966
305818,chr9,35828828,35828829
2553169,chr5,131608832,131608833
497096,chr1,41794264,41794265
