# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	20291	SLC9B1P1	1	2.812035e-32	5.216044e-28	5.216044e-28	2.311914e+1	1.384134e+0	32	4.613782e-4	1.066667e-2	1	1.618416e-1	1.000000e+0	1.000000e+0	6.178881e+0	1.618416e-1	1	1	3.331113e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SLC9B1P1
Ensembl Genes	8848	CHMP6	2	3.047732e-25	5.653238e-21	2.826619e-21	3.942116e+1	5.073418e-1	20	1.691139e-4	6.666667e-3	1	1.618416e-1	1.000000e+0	1.000000e+0	6.178881e+0	1.618416e-1	1	1	3.331113e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	CHMP6
Ensembl Genes	20071	BCORL1	3	4.796845e-23	8.897668e-19	2.965889e-19	7.071625e+1	2.121153e-1	15	7.070511e-5	5.000000e-3	1	1.618416e-1	1.000000e+0	1.000000e+0	6.178881e+0	1.618416e-1	1	1	3.331113e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	BCORL1
Ensembl Genes	8847	RPTOR	4	9.722266e-22	1.803383e-17	4.508458e-18	3.398035e+1	5.297179e-1	18	1.765726e-4	6.000000e-3	1	1.618416e-1	1.000000e+0	1.000000e+0	6.178881e+0	1.618416e-1	1	1	3.331113e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	RPTOR
Ensembl Genes	20244	UBL4A	5	3.026034e-16	5.612990e-12	1.122598e-12	7.719814e+2	7.772208e-3	6	2.590736e-6	2.000000e-3	1	1.618416e-1	1.000000e+0	1.000000e+0	6.178881e+0	1.618416e-1	1	1	3.331113e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	UBL4A
Ensembl Genes	7657	KLHDC4	6	1.429518e-14	2.651613e-10	4.419355e-11	3.965324e+1	2.774048e-1	11	9.246827e-5	3.666667e-3	1	1.618416e-1	1.000000e+0	1.000000e+0	6.178881e+0	1.618416e-1	1	1	3.331113e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	KLHDC4
Ensembl Genes	20234	FLNA	7	5.334223e-14	9.894450e-10	1.413493e-10	9.593955e+1	8.338584e-2	8	2.779528e-5	2.666667e-3	1	1.618416e-1	1.000000e+0	1.000000e+0	6.178881e+0	1.618416e-1	1	1	3.331113e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	FLNA
Ensembl Genes	236	NBPF1	8	8.204057e-14	1.521771e-9	1.902213e-10	2.696048e+1	4.450960e-1	12	1.483653e-4	4.000000e-3	1	1.618416e-1	1.000000e+0	1.000000e+0	6.178881e+0	1.618416e-1	1	1	3.331113e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	NBPF1
Ensembl Genes	20235	EMD	9	8.527725e-14	1.581808e-9	1.757564e-10	3.009729e+2	1.993535e-2	6	6.645117e-6	2.000000e-3	1	1.618416e-1	1.000000e+0	1.000000e+0	6.178881e+0	1.618416e-1	1	1	3.331113e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	EMD
Ensembl Genes	20016	PGRMC1	10	2.067478e-13	3.834965e-9	3.834965e-10	3.999426e+1	2.500359e-1	10	8.334530e-5	3.333333e-3	1	1.618416e-1	1.000000e+0	1.000000e+0	6.178881e+0	1.618416e-1	1	1	3.331113e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	PGRMC1
