,Chr,Start,End
685653,chr3,193844892,193844893
2725781,chr1,3073643,3073644
3211144,chr4,126236429,126236430
2679645,chr16,71832507,71832508
2140794,chr17,3527317,3527318
2122921,chr9,66494330,66494331
1980115,chr8,144941585,144941586
685982,chr4,3366298,3366299
2132453,chr10,133799532,133799533
452891,chr1,180240544,180240545
385061,chr7,100843572,100843573
339597,chr14,23829163,23829164
2870879,chr13,22864889,22864890
1674518,chr4,148463811,148463812
2681359,chr17,27033334,27033335
2397762,chr17,4560178,4560179
3502914,chr4,25978199,25978200
2700468,chr5,115444711,115444712
364977,chr2,233204527,233204528
2392140,chr16,87891188,87891189
2222205,chr10,118392544,118392545
685696,chr3,195515744,195515745
2122193,chr15,30396057,30396058
3215260,chr4,174459890,174459891
2186889,chr4,117280050,117280051
2741310,chr1,29769683,29769684
3066182,chr2,3652132,3652133
2694188,chr22,44144518,44144519
2151551,chr4,3526985,3526986
2878086,chr13,91683556,91683557
398781,chr10,393367,393368
2656966,chr19,15260279,15260280
2165753,chr1,229541873,229541874
416071,chr17,27030833,27030834
435718,chr4,48885328,48885329
2297819,chr10,80873883,80873884
2852351,chr12,56536491,56536492
417796,chr17,73266826,73266827
2196349,chr11,100940985,100940986
678425,chr18,46190239,46190240
2167785,chr11,33910184,33910185
166109,chr2,10219435,10219436
2119367,chr8,1731966,1731967
2305530,chr10,134411402,134411403
2803813,chr10,134437683,134437684
189513,chr20,642964,642965
2165986,chr10,5152424,5152425
1238213,chr17,54990015,54990016
2389546,chr16,81041636,81041637
2910694,chr15,42696163,42696164
889492,chr10,134794498,134794499
2447237,chr19,34558507,34558508
1331443,chr19,51360829,51360830
2170598,chr13,25598112,25598113
2911260,chr15,45389674,45389675
1839448,chr7,2513513,2513514
2177000,chr18,20609891,20609892
685678,chr3,195372952,195372953
635648,chr12,50188767,50188768
1629949,chr4,7329429,7329430
2580810,chr7,16611283,16611284
2687115,chr19,50952867,50952868
3211145,chr4,126236432,126236433
3563355,chr11,116729110,116729111
3135294,chr21,44123285,44123286
91489,chr14,95982958,95982959
3311440,chr8,8176064,8176065
2840419,chr11,130608164,130608165
2983872,chr17,52393848,52393849
3204417,chr4,41937934,41937935
3106367,chr2,241385457,241385458
3308826,chr7,158149675,158149676
2141196,chr17,18021958,18021959
2786145,chr10,61122044,61122045
341152,chr14,104566230,104566231
2967243,chr17,6796941,6796942
2512135,chr22,49947718,49947719
223006,chr3,127842746,127842747
205548,chr22,23522229,23522230
3407298,chr10,134890598,134890599
2200791,chr20,61402335,61402336
2242517,chr16,23197589,23197590
153047,chr19,10979991,10979992
3211140,chr4,126236397,126236398
3176023,chr3,67048272,67048273
3256306,chr6,44049483,44049484
64296,chr12,26348983,26348984
3406566,chr10,131641703,131641704
2729865,chr1,6778487,6778488
2655945,chr16,86995146,86995147
2103394,chr15,68556799,68556800
2165909,chr10,326378,326379
2748802,chr1,52647197,52647198
1749256,chr5,154448660,154448661
685538,chr3,171519587,171519588
3372182,chrX,40375095,40375096
3542879,chr9,136699226,136699227
575527,chr20,44937020,44937021
3360872,chr9,138824708,138824709
2121151,chr9,127085650,127085651
3211142,chr4,126236420,126236421
1460882,chr20,20479193,20479194
2183693,chr22,24129205,24129206
1447903,chr2,240145964,240145965
419528,chr18,57421659,57421660
3198099,chr4,5469677,5469678
3038424,chr19,15290030,15290031
2332820,chr12,54763629,54763630
313841,chr9,130830247,130830248
2947239,chr16,58077792,58077793
2187472,chr5,1764485,1764486
2278496,chr1,111582829,111582830
1201347,chr16,89350068,89350069
644711,chr17,78396366,78396367
654545,chr22,49447830,49447831
524593,chr12,130589151,130589152
2310958,chr11,3498254,3498255
2108216,chr19,33908198,33908199
2735805,chr1,18634208,18634209
2955394,chr16,85768072,85768073
2120710,chr9,37726860,37726861
2338187,chr12,120651871,120651872
2110454,chr2,174289247,174289248
97035,chr15,41795066,41795067
2709838,chr9,131108808,131108809
45093,chr10,134499683,134499684
2105544,chr17,17529957,17529958
374799,chr3,195590112,195590113
2148293,chr2,202771784,202771785
2128893,chr8,22993352,22993353
2420921,chr18,13135041,13135042
2157229,chr8,40540897,40540898
2975718,chr17,33099626,33099627
617231,chr8,133900691,133900692
3340793,chr9,79351698,79351699
2395536,chr17,934829,934830
2219333,chr9,133257693,133257694
2127610,chr3,127763959,127763960
477634,chr22,30660573,30660574
2833783,chr11,89446169,89446170
2176181,chr17,63221213,63221214
3220988,chr5,2391209,2391210
3227642,chr5,67483245,67483246
1318051,chr19,38917443,38917444
2183081,chr21,32839569,32839570
595494,chr5,55985435,55985436
1339281,chr2,364394,364395
344340,chr16,1351410,1351411
2778016,chr10,6057869,6057870
689841,chr7,115586923,115586924
3206611,chr4,73960993,73960994
2094996,chrY,58990057,58990058
1749069,chr5,154050989,154050990
2173417,chr16,2234904,2234905
3119135,chr20,44937047,44937048
626393,chrX,115005101,115005102
47542,chr11,6651257,6651258
306185,chr9,37750633,37750634
10382,chr1,36785331,36785332
2144595,chr19,36034584,36034585
2287295,chr1,228079204,228079205
2096967,chr1,160056018,160056019
2939946,chr16,27347923,27347924
1004580,chr12,111582183,111582184
3141049,chr22,16228755,16228756
2198729,chr17,54990005,54990006
640140,chr15,99205901,99205902
2187471,chr5,1764451,1764452
2508727,chr22,42919245,42919246
2472614,chr2,136845752,136845753
330899,chr11,1051005,1051006
2274258,chr1,46640324,46640325
2287297,chr1,228079224,228079225
2414674,chr17,77396414,77396415
2254441,chr19,18887542,18887543
161390,chr19,46387860,46387861
631435,chr10,43837823,43837824
2730354,chr1,7750788,7750789
592487,chr4,114682581,114682582
2175736,chr17,40843294,40843295
2115732,chr5,44483711,44483712
3211139,chr4,126236389,126236390
2806605,chr11,410267,410268
2181655,chr2,218860376,218860377
3451869,chr17,74538897,74538898
351987,chr17,70419318,70419319
2382530,chr16,24546592,24546593
340672,chr14,96514243,96514244
890846,chr11,391623,391624
241206,chr4,171964526,171964527
555865,chr19,8213342,8213343
321838,chr1,3017484,3017485
2110428,chr2,170572499,170572500
3529102,chr7,142708620,142708621
126778,chr17,30332952,30332953
2023949,chr9,124579495,124579496
3302371,chr7,142237848,142237849
1842932,chr7,6998341,6998342
410082,chr15,42148756,42148757
412733,chr16,11305215,11305216
3259369,chr6,85315916,85315917
565490,chr2,47796931,47796932
2630657,chrX,24380421,24380422
2944150,chr16,47752137,47752138
2243148,chr17,79114379,79114380
2851396,chr12,53899680,53899681
2167622,chr11,11989582,11989583
1231036,chr17,40221674,40221675
3474715,chr2,118944387,118944388
386519,chr7,158046153,158046154
2244773,chr21,37794387,37794388
3414747,chr11,119499318,119499319
342661,chr15,74514326,74514327
389000,chr8,145166422,145166423
2094723,chrY,13489110,13489111
2186160,chr4,3591925,3591926
2901347,chr14,103623097,103623098
2360166,chr14,103696461,103696462
1401178,chr2,121735820,121735821
2668538,chr10,125770614,125770615
3628413,chr8,92829829,92829830
2135393,chr12,124514988,124514989
2096177,chr1,41847254,41847255
2249424,chr3,177527079,177527080
472777,chr2,43295368,43295369
1550105,chr3,13590071,13590072
2716680,chr3,124417081,124417082
2207805,chr12,121175956,121175957
2786147,chr10,61122072,61122073
2426398,chr18,77410108,77410109
636724,chr12,132293403,132293404
3119134,chr20,44937044,44937045
3181736,chr3,128541096,128541097
2855429,chr12,85673353,85673354
2959479,chr16,88914025,88914026
3120249,chr20,48515788,48515789
3094213,chr2,176977723,176977724
3210776,chr4,121993266,121993267
3451339,chr17,71600236,71600237
2753815,chr1,95393371,95393372
631813,chr10,77165138,77165139
3327385,chr8,135968055,135968056
2165130,chr1,157165696,157165697
1112051,chr15,39936484,39936485
2508728,chr22,42919258,42919259
351986,chr17,70419296,70419297
3199753,chr4,7737085,7737086
407986,chr13,114435943,114435944
144299,chr18,54806748,54806749
456236,chr11,11584859,11584860
2095571,chr1,7529181,7529182
3240184,chr5,170741664,170741665
2255228,chr20,55201910,55201911
2201971,chr4,100280799,100280800
886228,chr10,132200453,132200454
1504777,chr21,37756934,37756935
2127351,chr18,21284046,21284047
555456,chr19,5802826,5802827
2117108,chr6,41877252,41877253
683942,chr22,24621491,24621492
627913,chr1,4783434,4783435
1197933,chr16,86704532,86704533
1883915,chr7,103086178,103086179
2973732,chr17,26825159,26825160
356882,chr19,4059545,4059546
226057,chr3,160292128,160292129
2341711,chr12,132851688,132851689
367337,chr20,60689857,60689858
1173218,chr16,46417066,46417067
95182,chr15,27884902,27884903
1491403,chr21,9825964,9825965
3167814,chr3,26838174,26838175
644349,chr17,73492538,73492539
200342,chr21,33245670,33245671
2105654,chr17,26604230,26604231
2213851,chr20,49174417,49174418
381127,chr6,41304458,41304459
2987049,chr17,64882903,64882904
2250224,chr12,113683991,113683992
261485,chr6,34361405,34361406
2133069,chr11,8378796,8378797
2867341,chr12,132336098,132336099
497841,chr1,50889247,50889248
1835420,chr6,170211243,170211244
2425448,chr18,76128515,76128516
2916048,chr15,70669548,70669549
2127220,chr16,460322,460323
3011926,chr18,74726198,74726199
155207,chr19,16199541,16199542
2443745,chr19,17652999,17653000
2711428,chrX,52696559,52696560
1432866,chr2,214358699,214358700
260973,chr6,26521696,26521697
2097464,chr1,227015916,227015917
927212,chr11,71457215,71457216
158902,chr19,36435843,36435844
1858216,chr7,45118091,45118092
3355668,chr9,134568125,134568126
2162218,chr9,136696793,136696794
631951,chr10,88333861,88333862
320525,chrY,13488182,13488183
506267,chr10,30872930,30872931
2130734,chr1,220915705,220915706
2624785,chr9,138662961,138662962
2597639,chr8,1897910,1897911
384055,chr7,39989239,39989240
2630036,chrX,19399621,19399622
1821647,chr6,151134742,151134743
3264499,chr6,137295128,137295129
2805329,chr10,135039457,135039458
3263494,chr6,126069821,126069822
3169966,chr3,42706095,42706096
3671291,chr9,138110353,138110354
632969,chr11,378059,378060
2624447,chr9,138306214,138306215
2952247,chr16,79392451,79392452
3160130,chr22,49202383,49202384
2120743,chr9,67900246,67900247
693225,chrX,82654352,82654353
2425545,chr18,76322841,76322842
2836057,chr11,114486117,114486118
2967065,chr17,6367107,6367108
3502621,chr4,16918169,16918170
466925,chr17,54989967,54989968
2116546,chr5,176789473,176789474
3169965,chr3,42706078,42706079
3032226,chr19,8145921,8145922
3016845,chr19,819690,819691
347817,chr16,88701074,88701075
2108490,chr19,42441824,42441825
2895547,chr14,91264593,91264594
337659,chr12,130195452,130195453
2339007,chr12,122461978,122461979
2776356,chr10,742858,742859
159112,chr19,37340996,37340997
3354160,chr9,133229106,133229107
340104,chr14,61547426,61547427
2736239,chr1,19292653,19292654
260974,chr6,26521718,26521719
3119136,chr20,44937053,44937054
2957280,chr16,87887053,87887054
1977428,chr8,142834094,142834095
691042,chr8,143051250,143051251
2189692,chr6,100042195,100042196
2525550,chr3,147142102,147142103
3212036,chr4,140036401,140036402
2978168,chr17,38488400,38488401
2341242,chr12,132336077,132336078
2358690,chr14,100610018,100610019
626392,chrX,115005098,115005099
3260883,chr6,105199025,105199026
2909166,chr15,38884172,38884173
2953737,chr16,84645944,84645945
3200067,chr4,8068416,8068417
2689806,chr2,148959020,148959021
608835,chr7,45118052,45118053
2675393,chr14,69269139,69269140
1309877,chr19,27738487,27738488
442077,chr7,64035469,64035470
610757,chr7,103086131,103086132
391240,chr9,131862467,131862468
306474,chr9,45357084,45357085
587594,chr3,171177945,171177946
587595,chr3,171177952,171177953
2395551,chr17,934984,934985
413858,chr16,67292267,67292268
3000985,chr17,81008593,81008594
2801885,chr10,132350704,132350705
234683,chr4,42658479,42658480
2232687,chr21,45340509,45340510
3406218,chr10,126686813,126686814
437352,chr5,53606416,53606417
325232,chr1,115323267,115323268
388293,chr8,142942225,142942226
958302,chr11,133835251,133835252
2886242,chr14,25043566,25043567
2154129,chr7,5427548,5427549
3098922,chr2,219818237,219818238
3119137,chr20,44937055,44937056
649896,chr2,100296727,100296728
662525,chr7,99124081,99124082
2943435,chr16,33571926,33571927
2511439,chr22,48734303,48734304
679827,chr19,33773027,33773028
923110,chr11,67467878,67467879
44168,chr10,127584593,127584594
3348827,chr9,124990854,124990855
496832,chr1,38510236,38510237
2644530,chr10,134780997,134780998
627850,chr1,3574188,3574189
3183547,chr3,138275533,138275534
3120276,chr20,48598254,48598255
529681,chr14,66974904,66974905
448026,chr9,138770565,138770566
2487670,chr20,35585989,35585990
2805945,chr10,135273658,135273659
396165,chr1,43473039,43473040
3318539,chr8,47060614,47060615
2221457,chr1,240895756,240895757
2946193,chr16,56345978,56345979
369068,chr21,46170112,46170113
538603,chr16,15807704,15807705
653575,chr22,19969043,19969044
2222240,chr10,122739175,122739176
639995,chr15,90216711,90216712
2362000,chr14,105812672,105812673
2096138,chr1,39282068,39282069
2473704,chr2,168421100,168421101
591865,chr4,85887053,85887054
2127183,chr14,95675859,95675860
392082,chr9,138642667,138642668
650774,chr2,214053923,214053924
3309836,chr8,681981,681982
3361952,chr9,139259142,139259143
593563,chr4,174438760,174438761
2541951,chr4,153897316,153897317
52731,chr11,63531191,63531192
3267284,chr6,157197579,157197580
361468,chr2,467403,467404
2744677,chr1,38510251,38510252
203526,chr21,47566113,47566114
2338050,chr12,120034445,120034446
382534,chr6,168973648,168973649
465684,chr17,1939852,1939853
339388,chr13,114530593,114530594
1999381,chr9,69512190,69512191
3046274,chr19,33705451,33705452
2797492,chr10,119126642,119126643
2095421,chr1,2791914,2791915
1492512,chr21,10599667,10599668
2901792,chr14,104050564,104050565
2154130,chr7,5427560,5427561
2231270,chr2,127800459,127800460
2253542,chr16,15240496,15240497
1997104,chr9,66458486,66458487
571013,chr2,210288935,210288936
626108,chrX,90689826,90689827
3225701,chr5,43073140,43073141
2237123,chr6,160554791,160554792
2505871,chr22,35402598,35402599
2534497,chr4,7742474,7742475
609133,chr7,57431455,57431456
685145,chr3,69713317,69713318
2196914,chr12,124267841,124267842
628856,chr1,32082733,32082734
325233,chr1,115323269,115323270
1249875,chr17,76139843,76139844
1152645,chr16,11040397,11040398
342662,chr15,74514346,74514347
370351,chr22,36090303,36090304
3317635,chr8,41721334,41721335
2539325,chr4,89123811,89123812
424978,chr2,27282095,27282096
1992559,chr9,34401370,34401371
626395,chrX,115005109,115005110
3258212,chr6,71815189,71815190
2255597,chr3,48845641,48845642
3341114,chr9,81057982,81057983
2512586,chr22,50340823,50340824
466923,chr17,54989946,54989947
3234602,chr5,136851101,136851102
2175024,chr17,6325494,6325495
350337,chr17,34958689,34958690
3211622,chr4,132505672,132505673
471453,chr19,43893288,43893289
1167233,chr16,32290371,32290372
2413420,chr17,75143171,75143172
351236,chr17,47269769,47269770
3196017,chr4,2438696,2438697
2225175,chr14,65204915,65204916
3114589,chr20,30571396,30571397
591417,chr4,73434904,73434905
2449116,chr19,39589195,39589196
639530,chr15,64791681,64791682
3098468,chr2,218977541,218977542
2260607,chr1,2389835,2389836
63073,chr12,6876625,6876626
2595171,chr7,155386971,155386972
392401,chr9,139548009,139548010
2122190,chr15,30396032,30396033
2886243,chr14,25043609,25043610
2924005,chr15,100033746,100033747
2222817,chr11,61508397,61508398
3181232,chr3,127611315,127611316
