# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	20291	SLC9B1P1	1	1.165926e-33	2.162676e-29	2.162676e-29	2.384161e+1	1.384134e+0	33	4.613782e-4	1.100000e-2	1	1.626503e-1	1.000000e+0	1.000000e+0	6.148160e+0	1.626503e-1	1	1	3.314551e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SLC9B1P1
Ensembl Genes	2273	GPRIN2	2	3.855490e-23	7.151548e-19	3.575774e-19	1.203594e+2	1.080099e-1	13	3.600330e-5	4.333333e-3	1	1.626503e-1	1.000000e+0	1.000000e+0	6.148160e+0	1.626503e-1	1	1	3.314551e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	GPRIN2
Ensembl Genes	8848	CHMP6	3	1.631326e-20	3.025947e-16	1.008649e-16	3.350798e+1	5.073418e-1	17	1.691139e-4	5.666667e-3	1	1.626503e-1	1.000000e+0	1.000000e+0	6.148160e+0	1.626503e-1	1	1	3.314551e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	CHMP6
Ensembl Genes	8847	RPTOR	4	3.327180e-20	6.171586e-16	1.542897e-16	3.209255e+1	5.297179e-1	17	1.765726e-4	5.666667e-3	1	1.626503e-1	1.000000e+0	1.000000e+0	6.148160e+0	1.626503e-1	1	1	3.314551e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	RPTOR
Ensembl Genes	13166	PPARA	5	1.603394e-19	2.974136e-15	5.948271e-16	4.990512e+1	2.805323e-1	14	9.351078e-5	4.666667e-3	1	1.626503e-1	1.000000e+0	1.000000e+0	6.148160e+0	1.626503e-1	1	1	3.314551e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	PPARA
Ensembl Genes	18862	SPATA31A7	6	1.842102e-17	3.416915e-13	5.694858e-14	1.924823e+1	9.351508e-1	18	3.117169e-4	6.000000e-3	1	1.626503e-1	1.000000e+0	1.000000e+0	6.148160e+0	1.626503e-1	1	1	3.314551e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SPATA31A7
Ensembl Genes	10689	TMEM18	7	5.043025e-17	9.354307e-13	1.336330e-13	2.354086e+1	6.796692e-1	16	2.265564e-4	5.333333e-3	1	1.626503e-1	1.000000e+0	1.000000e+0	6.148160e+0	1.626503e-1	1	1	3.314551e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TMEM18
Ensembl Genes	236	NBPF1	8	8.817216e-17	1.635505e-12	2.044382e-13	3.145389e+1	4.450960e-1	14	1.483653e-4	4.666667e-3	1	1.626503e-1	1.000000e+0	1.000000e+0	6.148160e+0	1.626503e-1	1	1	3.314551e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	NBPF1
Ensembl Genes	13163	WNT7B	9	1.080904e-14	2.004969e-10	2.227743e-11	2.622389e+1	4.957312e-1	13	1.652437e-4	4.333333e-3	1	1.626503e-1	1.000000e+0	1.000000e+0	6.148160e+0	1.626503e-1	1	1	3.314551e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	WNT7B
Ensembl Genes	10789	POMC	10	5.208244e-14	9.660772e-10	9.660772e-11	3.515238e+1	3.129234e-1	11	1.043078e-4	3.666667e-3	1	1.626503e-1	1.000000e+0	1.000000e+0	6.148160e+0	1.626503e-1	1	1	3.314551e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	POMC
