# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	13166	PPARA	1	3.115404e-18	5.778763e-14	5.778763e-14	6.416372e+1	1.870216e-1	12	9.351078e-5	6.000000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	PPARA
Ensembl Genes	20291	SLC9B1P1	2	1.432347e-17	2.656860e-13	1.328430e-13	1.950678e+1	9.227563e-1	18	4.613782e-4	9.000000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SLC9B1P1
Ensembl Genes	8847	RPTOR	3	1.481702e-16	2.748409e-12	9.161363e-13	3.681204e+1	3.531453e-1	13	1.765726e-4	6.500000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	RPTOR
Ensembl Genes	13163	WNT7B	4	2.532681e-15	4.697870e-11	1.174467e-11	3.631000e+1	3.304875e-1	12	1.652437e-4	6.000000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	WNT7B
Ensembl Genes	8848	CHMP6	5	3.320123e-15	6.158496e-11	1.231699e-11	3.547904e+1	3.382279e-1	12	1.691139e-4	6.000000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	CHMP6
Ensembl Genes	7657	KLHDC4	6	1.066779e-14	1.978768e-10	3.297947e-11	5.407260e+1	1.849365e-1	10	9.246827e-5	5.000000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	KLHDC4
Ensembl Genes	2273	GPRIN2	7	1.658419e-14	3.076201e-10	4.394573e-11	1.111009e+2	7.200659e-2	8	3.600330e-5	4.000000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	GPRIN2
Ensembl Genes	17932	DLGAP2	8	4.602776e-13	8.537689e-9	1.067211e-9	1.660615e+1	8.430610e-1	14	4.215305e-4	7.000000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	DLGAP2
Ensembl Genes	7654	JPH3	9	3.133078e-11	5.811546e-7	6.457274e-8	4.272201e+1	1.872571e-1	8	9.362856e-5	4.000000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	JPH3
Ensembl Genes	17930	TDRP	10	3.711002e-11	6.883538e-7	6.883538e-8	1.580016e+1	7.594858e-1	12	3.797429e-4	6.000000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TDRP
Ensembl Genes	10789	POMC	11	7.295307e-11	1.353206e-6	1.230188e-7	3.834805e+1	2.086156e-1	8	1.043078e-4	4.000000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	POMC
Ensembl Genes	18862	SPATA31A7	12	7.642160e-11	1.417544e-6	1.181287e-7	1.764421e+1	6.234339e-1	11	3.117169e-4	5.500000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SPATA31A7
Ensembl Genes	3681	LRP5	13	8.387304e-11	1.555761e-6	1.196739e-7	5.600856e+1	1.249809e-1	7	6.249045e-5	3.500000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	LRP5
Ensembl Genes	538	UTP11L	14	1.077402e-10	1.998473e-6	1.427481e-7	1.880635e+2	2.658676e-2	5	1.329338e-5	2.500000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	UTP11L
Ensembl Genes	17505	TRIM4	15	2.947143e-10	5.466656e-6	3.644437e-7	1.536278e+2	3.254619e-2	5	1.627309e-5	2.500000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	TRIM4
Ensembl Genes	13418	KLHL40	16	3.134599e-10	5.814368e-6	3.633980e-7	1.517345e+2	3.295229e-2	5	1.647614e-5	2.500000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	KLHL40
Ensembl Genes	9187	ZNF236	17	1.161314e-9	2.154121e-5	1.267130e-6	2.038711e+1	4.414554e-1	9	2.207277e-4	4.500000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ZNF236
Ensembl Genes	19523	SYAP1	18	1.769358e-9	3.281982e-5	1.823323e-6	1.070944e+2	4.668777e-2	5	2.334388e-5	2.500000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	SYAP1
Ensembl Genes	239	CROCC	19	3.755376e-9	6.965847e-5	3.666235e-6	3.216569e+1	2.176232e-1	7	1.088116e-4	3.500000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	CROCC
Ensembl Genes	10396	SHANK1	20	4.038677e-9	7.491342e-5	3.745671e-6	9.067183e+1	5.514392e-2	5	2.757196e-5	2.500000e-3	1	1.229716e-1	1.000000e+0	1.000000e+0	8.131960e+0	1.229716e-1	1	1	4.384042e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	SHANK1
