# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	13166	PPARA	1	9.509304e-30	1.763881e-25	1.763881e-25	9.624559e+1	1.870216e-1	18	9.351078e-5	9.000000e-3	1	1.146153e-1	1.000000e+0	1.000000e+0	8.724835e+0	1.146153e-1	1	1	4.703669e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	PPARA
Ensembl Genes	13163	WNT7B	2	2.346523e-25	4.352566e-21	2.176283e-21	5.446500e+1	3.304875e-1	18	1.652437e-4	9.000000e-3	1	1.146153e-1	1.000000e+0	1.000000e+0	8.724835e+0	1.146153e-1	1	1	4.703669e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	WNT7B
Ensembl Genes	2273	GPRIN2	3	6.158468e-21	1.142334e-16	3.807781e-17	1.527638e+2	7.200659e-2	11	3.600330e-5	5.500000e-3	1	1.146153e-1	1.000000e+0	1.000000e+0	8.724835e+0	1.146153e-1	1	1	4.703669e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	GPRIN2
Ensembl Genes	9187	ZNF236	4	6.202334e-20	1.150471e-15	2.876177e-16	3.624375e+1	4.414554e-1	16	2.207277e-4	8.000000e-3	1	1.146153e-1	1.000000e+0	1.000000e+0	8.724835e+0	1.146153e-1	1	1	4.703669e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ZNF236
Ensembl Genes	18862	SPATA31A7	5	3.394909e-16	6.297217e-12	1.259443e-12	2.406029e+1	6.234339e-1	15	3.117169e-4	7.500000e-3	1	1.146153e-1	1.000000e+0	1.000000e+0	8.724835e+0	1.146153e-1	1	1	4.703669e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SPATA31A7
Ensembl Genes	538	UTP11L	6	1.801342e-15	3.341309e-11	5.568849e-12	2.632890e+2	2.658676e-2	7	1.329338e-5	3.500000e-3	1	1.146153e-1	1.000000e+0	1.000000e+0	8.724835e+0	1.146153e-1	1	1	4.703669e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	UTP11L
Ensembl Genes	15077	ZDHHC11	7	4.162488e-14	7.720999e-10	1.103000e-10	9.893160e+1	8.086395e-2	8	4.043198e-5	4.000000e-3	1	1.146153e-1	1.000000e+0	1.000000e+0	8.724835e+0	1.146153e-1	1	1	4.703669e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ZDHHC11
Ensembl Genes	20291	SLC9B1P1	8	9.217921e-14	1.709832e-9	2.137290e-10	1.625565e+1	9.227563e-1	15	4.613782e-4	7.500000e-3	1	1.146153e-1	1.000000e+0	1.000000e+0	8.724835e+0	1.146153e-1	1	1	4.703669e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SLC9B1P1
Ensembl Genes	9183	ZNF516	9	9.600869e-14	1.780865e-9	1.978739e-10	1.620893e+1	9.254159e-1	15	4.627079e-4	7.500000e-3	1	1.146153e-1	1.000000e+0	1.000000e+0	8.724835e+0	1.146153e-1	1	1	4.703669e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ZNF516
Ensembl Genes	10689	TMEM18	10	9.986909e-14	1.852472e-9	1.852472e-10	2.648347e+1	4.531128e-1	12	2.265564e-4	6.000000e-3	1	1.146153e-1	1.000000e+0	1.000000e+0	8.724835e+0	1.146153e-1	1	1	4.703669e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	TMEM18
Ensembl Genes	15076	ZDHHC11B	11	3.537814e-13	6.562291e-9	5.965719e-10	7.550182e+1	1.059577e-1	8	5.297885e-5	4.000000e-3	1	1.146153e-1	1.000000e+0	1.000000e+0	8.724835e+0	1.146153e-1	1	1	4.703669e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ZDHHC11B
Ensembl Genes	10789	POMC	12	1.680463e-12	3.117091e-8	2.597576e-9	4.314155e+1	2.086156e-1	9	1.043078e-4	4.500000e-3	1	1.146153e-1	1.000000e+0	1.000000e+0	8.724835e+0	1.146153e-1	1	1	4.703669e-4	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	POMC
