# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	20071	BCORL1	1	1.008682e-34	1.871004e-30	1.871004e-30	4.242975e+2	3.535255e-2	15	7.070511e-5	3.000000e-2	1	2.442180e-2	1.000000e+0	1.000000e+0	4.094702e+1	2.442180e-2	1	1	2.207506e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	BCORL1
Ensembl Genes	20016	PGRMC1	2	3.830802e-21	7.105755e-17	3.552877e-17	2.399655e+2	4.167265e-2	10	8.334530e-5	2.000000e-2	1	2.442180e-2	1.000000e+0	1.000000e+0	4.094702e+1	2.442180e-2	1	1	2.207506e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	PGRMC1
Ensembl Genes	20244	UBL4A	3	6.360234e-21	1.179760e-16	3.932533e-17	4.631889e+3	1.295368e-3	6	2.590736e-6	1.200000e-2	1	2.442180e-2	1.000000e+0	1.000000e+0	4.094702e+1	2.442180e-2	1	1	2.207506e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	UBL4A
Ensembl Genes	20234	FLNA	4	3.223191e-20	5.978697e-16	1.494674e-16	5.756373e+2	1.389764e-2	8	2.779528e-5	1.600000e-2	1	2.442180e-2	1.000000e+0	1.000000e+0	4.094702e+1	2.442180e-2	1	1	2.207506e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	FLNA
Ensembl Genes	20235	EMD	5	1.808025e-18	3.353706e-14	6.707411e-15	1.805837e+3	3.322558e-3	6	6.645117e-6	1.200000e-2	1	2.442180e-2	1.000000e+0	1.000000e+0	4.094702e+1	2.442180e-2	1	1	2.207506e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	EMD
Ensembl Genes	20070	UTP14A	6	5.469756e-18	1.014585e-13	1.690975e-14	3.025821e+2	2.643910e-2	8	5.287820e-5	1.600000e-2	1	2.442180e-2	1.000000e+0	1.000000e+0	4.094702e+1	2.442180e-2	1	1	2.207506e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	UTP14A
Ensembl Genes	20245	SLC10A3	7	1.066129e-17	1.977563e-13	2.825090e-14	1.343304e+3	4.466599e-3	6	8.933198e-6	1.200000e-2	1	2.442180e-2	1.000000e+0	1.000000e+0	4.094702e+1	2.442180e-2	1	1	2.207506e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SLC10A3
Ensembl Genes	20247	G6PD	8	9.725941e-17	1.804065e-12	2.255081e-13	9.290346e+2	6.458317e-3	6	1.291663e-5	1.200000e-2	1	2.442180e-2	1.000000e+0	1.000000e+0	4.094702e+1	2.442180e-2	1	1	2.207506e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	G6PD
Ensembl Genes	19748	FAM120C	9	1.524815e-15	2.828379e-11	3.142644e-12	1.492443e+2	5.360338e-2	8	1.072068e-4	1.600000e-2	1	2.442180e-2	1.000000e+0	1.000000e+0	4.094702e+1	2.442180e-2	1	1	2.207506e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	FAM120C
Ensembl Genes	20072	ELF4	10	2.342367e-15	4.344857e-11	4.344857e-12	2.524221e+2	2.773132e-2	7	5.546265e-5	1.400000e-2	1	2.442180e-2	1.000000e+0	1.000000e+0	4.094702e+1	2.442180e-2	1	1	2.207506e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	ELF4
