,Blood,Brain,Lung,Skin
338866,0.0,0.0,0.0,1.0
2450638,1.0,0.0,0.0,0.0
340024,0.0,0.0,0.0,1.0
1277884,0.0,1.0,0.0,0.0
191637,1.0,0.0,0.0,0.0
335954,0.0,0.0,0.0,1.0
1273796,0.0,1.0,0.0,0.0
344882,0.0,0.0,0.0,1.0
337349,0.0,0.0,0.0,1.0
2111075,1.0,0.0,0.0,0.0
338929,0.0,0.0,0.0,1.0
1279186,0.0,1.0,0.0,0.0
2838066,1.0,0.0,0.0,0.0
337563,0.0,0.0,0.0,1.0
356882,1.0,0.0,0.0,0.0
1281366,0.0,1.0,0.0,0.0
25770,1.0,0.0,0.0,0.0
3000771,1.0,0.0,0.0,0.0
338722,0.0,0.0,0.0,1.0
2973732,1.0,0.0,0.0,0.0
337834,0.0,0.0,0.0,1.0
2222817,1.0,0.0,0.0,0.0
1289189,0.0,1.0,0.0,0.0
338030,0.0,0.0,0.0,1.0
1151003,1.0,0.0,0.0,0.0
344893,0.0,0.0,0.0,1.0
1201347,1.0,0.0,0.0,0.0
449202,1.0,0.0,0.0,0.0
2942208,1.0,0.0,0.0,0.0
3422178,1.0,0.0,0.0,0.0
342474,0.0,0.0,0.0,1.0
14770356,0.0,0.0,1.0,0.0
342417,0.0,0.0,0.0,1.0
2280005,1.0,0.0,0.0,0.0
344198,0.0,0.0,0.0,1.0
1273043,0.0,1.0,0.0,0.0
343439,0.0,0.0,0.0,1.0
2168522,1.0,0.0,0.0,0.0
329377,1.0,0.0,0.0,0.0
339110,0.0,0.0,0.0,1.0
370197,1.0,0.0,0.0,0.0
2401353,1.0,0.0,0.0,0.0
2877343,1.0,0.0,0.0,0.0
2141289,1.0,0.0,0.0,0.0
1278897,0.0,1.0,0.0,0.0
1273567,0.0,1.0,0.0,0.0
2130858,1.0,0.0,0.0,0.0
386719,1.0,0.0,0.0,0.0
1275095,0.0,1.0,0.0,0.0
145964,1.0,0.0,0.0,0.0
338216,0.0,0.0,0.0,1.0
338811,0.0,0.0,0.0,1.0
1270124,0.0,1.0,0.0,0.0
344769,0.0,0.0,0.0,1.0
1276341,0.0,1.0,0.0,0.0
1274360,0.0,1.0,0.0,0.0
9860,1.0,0.0,0.0,0.0
340869,0.0,0.0,0.0,1.0
122215,0.0,0.0,1.0,0.0
1271630,0.0,1.0,0.0,0.0
344589,0.0,0.0,0.0,1.0
341541,0.0,0.0,0.0,1.0
336806,0.0,0.0,0.0,1.0
1267756,0.0,1.0,0.0,0.0
2641710,1.0,0.0,0.0,0.0
442077,1.0,0.0,0.0,0.0
603182,1.0,1.0,0.0,0.0
1276641,0.0,1.0,0.0,0.0
1278613,0.0,1.0,0.0,0.0
306027,1.0,0.0,0.0,0.0
1273037,0.0,1.0,0.0,0.0
339732,0.0,0.0,0.0,1.0
2148750,1.0,0.0,0.0,0.0
2197615,1.0,0.0,0.0,0.0
2413420,1.0,0.0,0.0,0.0
1278053,0.0,1.0,0.0,0.0
2130734,1.0,0.0,0.0,0.0
341605,0.0,0.0,0.0,1.0
567400,1.0,0.0,0.0,0.0
2172158,1.0,0.0,0.0,0.0
517321,1.0,0.0,0.0,0.0
1276807,0.0,1.0,0.0,0.0
336814,0.0,0.0,0.0,1.0
340078,0.0,0.0,0.0,1.0
341036,0.0,0.0,0.0,1.0
337733,0.0,0.0,0.0,1.0
1274712,0.0,1.0,0.0,0.0
337089,0.0,0.0,0.0,1.0
337542,0.0,0.0,0.0,1.0
339142,0.0,0.0,0.0,1.0
669472,1.0,0.0,0.0,0.0
1273832,0.0,1.0,0.0,0.0
336255,0.0,0.0,0.0,1.0
339730,0.0,0.0,0.0,1.0
130997,1.0,0.0,0.0,0.0
341047,0.0,0.0,0.0,1.0
336512,0.0,0.0,0.0,1.0
669470,1.0,0.0,0.0,0.0
337957,0.0,0.0,0.0,1.0
337618,0.0,0.0,0.0,1.0
12898279,0.0,0.0,1.0,0.0
337418,0.0,0.0,0.0,1.0
339223,0.0,0.0,0.0,1.0
578398,1.0,0.0,0.0,0.0
2165130,1.0,0.0,0.0,0.0
1269933,0.0,1.0,0.0,0.0
449732,1.0,0.0,0.0,0.0
336908,0.0,0.0,0.0,1.0
1267815,0.0,1.0,0.0,0.0
336010,0.0,0.0,0.0,1.0
338698,0.0,0.0,0.0,1.0
2234875,1.0,0.0,0.0,0.0
341065,0.0,0.0,0.0,1.0
2189734,1.0,0.0,0.0,0.0
1272348,0.0,1.0,0.0,0.0
2969096,1.0,0.0,0.0,0.0
14524151,0.0,0.0,1.0,0.0
338435,0.0,0.0,0.0,1.0
1286792,0.0,1.0,0.0,0.0
3158487,1.0,0.0,0.0,0.0
1286206,0.0,1.0,0.0,0.0
339832,0.0,0.0,0.0,1.0
338172,0.0,0.0,0.0,1.0
1273578,0.0,1.0,0.0,0.0
344545,0.0,0.0,0.0,1.0
1272909,0.0,1.0,0.0,0.0
1298894,0.0,1.0,0.0,0.0
2418991,1.0,0.0,0.0,0.0
9275229,0.0,0.0,1.0,0.0
12112325,0.0,0.0,1.0,0.0
2883340,1.0,0.0,0.0,0.0
2420921,1.0,0.0,0.0,0.0
321703,1.0,0.0,0.0,0.0
521892,1.0,0.0,0.0,0.0
1299163,0.0,1.0,0.0,0.0
319391,1.0,0.0,0.0,0.0
2094663,1.0,0.0,0.0,0.0
561232,1.0,0.0,0.0,0.0
1286813,0.0,1.0,0.0,0.0
320484,1.0,0.0,0.0,0.0
341415,0.0,0.0,0.0,1.0
1286216,0.0,1.0,0.0,0.0
1284639,0.0,1.0,0.0,0.0
87285,1.0,0.0,0.0,0.0
1299906,0.0,1.0,0.0,0.0
341566,0.0,0.0,0.0,1.0
343747,0.0,0.0,0.0,1.0
2251617,1.0,0.0,0.0,0.0
1274894,0.0,1.0,0.0,0.0
339597,1.0,0.0,0.0,1.0
343664,0.0,0.0,0.0,1.0
341531,0.0,0.0,0.0,1.0
563411,1.0,0.0,0.0,0.0
2688841,1.0,0.0,0.0,0.0
1335895,1.0,0.0,0.0,0.0
3381306,1.0,0.0,0.0,0.0
1278347,0.0,1.0,0.0,0.0
2916428,1.0,0.0,0.0,0.0
13505428,0.0,0.0,1.0,0.0
339805,0.0,0.0,0.0,1.0
336319,0.0,0.0,0.0,1.0
339313,0.0,0.0,0.0,1.0
1285240,0.0,1.0,0.0,0.0
337748,0.0,0.0,0.0,1.0
3234498,1.0,0.0,0.0,0.0
1275078,0.0,1.0,0.0,0.0
305818,1.0,0.0,0.0,0.0
506801,1.0,0.0,0.0,0.0
3480143,1.0,0.0,0.0,0.0
1277898,0.0,1.0,0.0,0.0
3200066,1.0,0.0,0.0,0.0
338078,0.0,0.0,0.0,1.0
338164,0.0,0.0,0.0,1.0
341529,0.0,0.0,0.0,1.0
1298889,0.0,1.0,0.0,0.0
2368659,1.0,0.0,0.0,0.0
13888482,0.0,0.0,1.0,0.0
337946,0.0,0.0,0.0,1.0
577666,1.0,0.0,0.0,0.0
2965409,1.0,0.0,0.0,0.0
56863,1.0,0.0,0.0,0.0
340864,0.0,0.0,0.0,1.0
1270064,0.0,1.0,0.0,0.0
2274677,1.0,0.0,0.0,0.0
1273809,0.0,1.0,0.0,0.0
1278321,0.0,1.0,0.0,0.0
1278212,0.0,1.0,0.0,0.0
710297,1.0,0.0,0.0,0.0
2341044,1.0,0.0,0.0,0.0
1285802,0.0,1.0,0.0,0.0
626388,1.0,0.0,0.0,0.0
116896,0.0,0.0,1.0,0.0
787805,1.0,0.0,0.0,0.0
335984,0.0,0.0,0.0,1.0
336271,0.0,0.0,0.0,1.0
1298819,0.0,1.0,0.0,0.0
338616,0.0,0.0,0.0,1.0
1298827,0.0,1.0,0.0,0.0
229973,0.0,1.0,0.0,0.0
7929631,0.0,0.0,1.0,0.0
3204416,1.0,0.0,0.0,0.0
340431,0.0,0.0,0.0,1.0
1284872,0.0,1.0,0.0,0.0
10382,1.0,0.0,0.0,0.0
344726,0.0,0.0,0.0,1.0
1288255,1.0,0.0,0.0,0.0
1285164,0.0,1.0,0.0,0.0
1448263,1.0,0.0,0.0,0.0
338670,0.0,0.0,0.0,1.0
1281264,0.0,1.0,0.0,0.0
365875,1.0,0.0,0.0,0.0
193714,1.0,0.0,0.0,0.0
1267873,0.0,1.0,0.0,0.0
360919,1.0,0.0,0.0,0.0
418984,1.0,0.0,0.0,0.0
449071,1.0,0.0,0.0,0.0
338514,0.0,0.0,0.0,1.0
2957220,1.0,0.0,0.0,0.0
1269923,0.0,1.0,0.0,0.0
1286192,0.0,1.0,0.0,0.0
224369,0.0,1.0,0.0,0.0
337658,0.0,0.0,0.0,1.0
1267780,0.0,1.0,0.0,0.0
344554,0.0,0.0,0.0,1.0
386724,1.0,0.0,0.0,0.0
1649278,1.0,0.0,0.0,0.0
338424,0.0,0.0,0.0,1.0
626981,1.0,0.0,0.0,0.0
1276295,0.0,1.0,0.0,0.0
1299972,0.0,1.0,0.0,0.0
339054,0.0,0.0,0.0,1.0
339672,0.0,0.0,0.0,1.0
340393,0.0,0.0,0.0,1.0
336062,0.0,0.0,0.0,1.0
682265,1.0,0.0,0.0,0.0
344010,0.0,0.0,0.0,1.0
2136758,1.0,0.0,0.0,0.0
339905,0.0,0.0,0.0,1.0
261637,0.0,0.0,1.0,0.0
1619339,1.0,0.0,0.0,0.0
1272331,0.0,1.0,0.0,0.0
2755587,1.0,0.0,0.0,0.0
337402,0.0,0.0,0.0,1.0
336388,0.0,0.0,0.0,1.0
399044,1.0,0.0,0.0,0.0
2159024,1.0,0.0,0.0,0.0
211121,1.0,0.0,0.0,0.0
1293111,0.0,1.0,0.0,0.0
1492003,1.0,0.0,0.0,0.0
2497607,1.0,0.0,0.0,0.0
339577,0.0,0.0,0.0,1.0
339929,0.0,0.0,0.0,1.0
339203,0.0,0.0,0.0,1.0
3306534,1.0,0.0,0.0,0.0
319011,1.0,0.0,0.0,0.0
2236337,1.0,0.0,0.0,0.0
188067,1.0,0.0,0.0,0.0
3378719,1.0,0.0,0.0,0.0
2156505,1.0,0.0,0.0,0.0
3195933,1.0,0.0,0.0,0.0
1276685,0.0,1.0,0.0,0.0
338818,0.0,0.0,0.0,1.0
1274363,0.0,1.0,0.0,0.0
277801,0.0,1.0,0.0,0.0
335962,0.0,0.0,0.0,1.0
341564,0.0,0.0,0.0,1.0
338041,0.0,0.0,0.0,1.0
339423,0.0,0.0,0.0,1.0
1281134,0.0,1.0,0.0,0.0
1268769,0.0,1.0,0.0,0.0
17081,0.0,1.0,0.0,0.0
2649568,1.0,0.0,0.0,0.0
427408,1.0,0.0,0.0,0.0
342086,0.0,0.0,0.0,1.0
343205,0.0,0.0,0.0,1.0
1284475,0.0,1.0,0.0,0.0
339419,0.0,0.0,0.0,1.0
1278128,0.0,1.0,0.0,0.0
1277895,0.0,1.0,0.0,0.0
342050,0.0,0.0,0.0,1.0
147877,1.0,0.0,0.0,0.0
2152488,1.0,0.0,0.0,0.0
396165,1.0,0.0,0.0,0.0
1997063,1.0,0.0,0.0,0.0
113314,1.0,0.0,0.0,0.0
1273699,0.0,1.0,0.0,0.0
1276754,0.0,1.0,0.0,0.0
2099887,1.0,0.0,0.0,0.0
1273447,0.0,1.0,0.0,0.0
2189345,1.0,0.0,0.0,0.0
271548,0.0,1.0,0.0,0.0
344620,0.0,0.0,0.0,1.0
1273190,0.0,1.0,0.0,0.0
344575,0.0,0.0,0.0,1.0
338218,0.0,0.0,0.0,1.0
373913,1.0,0.0,0.0,0.0
2329382,0.0,1.0,0.0,0.0
338299,0.0,0.0,0.0,1.0
435718,1.0,0.0,0.0,0.0
341248,0.0,0.0,0.0,1.0
336350,0.0,0.0,0.0,1.0
345150,0.0,0.0,0.0,1.0
1272418,0.0,1.0,0.0,0.0
2218078,1.0,0.0,0.0,0.0
393209,1.0,0.0,0.0,0.0
339122,0.0,0.0,0.0,1.0
448845,1.0,0.0,0.0,0.0
1274902,0.0,1.0,0.0,0.0
2189692,1.0,0.0,0.0,0.0
603184,1.0,0.0,0.0,0.0
2634425,1.0,0.0,0.0,0.0
338739,0.0,0.0,0.0,1.0
886483,0.0,0.0,1.0,0.0
8945,1.0,0.0,0.0,0.0
341583,0.0,0.0,0.0,1.0
338344,0.0,0.0,0.0,1.0
340010,0.0,0.0,0.0,1.0
341477,0.0,0.0,0.0,1.0
344798,0.0,0.0,0.0,1.0
524593,1.0,0.0,0.0,0.0
513363,1.0,0.0,0.0,0.0
3013578,1.0,0.0,0.0,0.0
3157358,1.0,0.0,0.0,0.0
1286775,0.0,1.0,0.0,0.0
564618,1.0,0.0,0.0,0.0
338005,0.0,0.0,0.0,1.0
1276780,0.0,1.0,0.0,0.0
339219,0.0,0.0,0.0,1.0
1274571,0.0,1.0,0.0,0.0
337576,0.0,0.0,0.0,1.0
1295577,0.0,1.0,0.0,0.0
2158931,1.0,0.0,0.0,0.0
344470,0.0,0.0,0.0,1.0
658068,1.0,0.0,0.0,0.0
341177,0.0,0.0,0.0,1.0
344450,0.0,0.0,0.0,1.0
1881826,1.0,0.0,0.0,0.0
2559766,1.0,0.0,0.0,0.0
1274417,0.0,1.0,0.0,0.0
3254794,1.0,0.0,0.0,0.0
336725,0.0,0.0,0.0,1.0
344611,0.0,0.0,0.0,1.0
339215,0.0,0.0,0.0,1.0
449447,1.0,0.0,0.0,0.0
2230864,1.0,0.0,0.0,0.0
1277083,0.0,1.0,0.0,0.0
336174,0.0,0.0,0.0,1.0
2420321,1.0,0.0,0.0,0.0
2700468,1.0,0.0,0.0,0.0
375501,1.0,0.0,0.0,0.0
1518949,1.0,0.0,0.0,0.0
3187718,1.0,0.0,0.0,0.0
1284934,0.0,1.0,0.0,0.0
1279536,0.0,1.0,0.0,0.0
1273625,0.0,1.0,0.0,0.0
339088,0.0,0.0,0.0,1.0
3120256,1.0,0.0,0.0,0.0
344713,0.0,0.0,0.0,1.0
195953,0.0,1.0,0.0,0.0
2512135,1.0,0.0,0.0,0.0
1281624,0.0,1.0,0.0,0.0
3379932,1.0,0.0,0.0,0.0
3542879,1.0,0.0,0.0,0.0
1273133,0.0,1.0,0.0,0.0
1274861,0.0,1.0,0.0,0.0
318894,1.0,0.0,0.0,0.0
336380,0.0,0.0,0.0,1.0
337426,0.0,0.0,0.0,1.0
344904,0.0,0.0,0.0,1.0
3503208,1.0,0.0,0.0,0.0
336560,0.0,0.0,0.0,1.0
112541,0.0,0.0,1.0,0.0
13505434,0.0,0.0,1.0,0.0
1285166,0.0,1.0,0.0,0.0
2147529,1.0,0.0,0.0,0.0
2142301,1.0,0.0,0.0,0.0
339783,0.0,0.0,0.0,1.0
339704,0.0,0.0,0.0,1.0
2744677,1.0,0.0,0.0,0.0
2384795,1.0,0.0,0.0,0.0
3167053,1.0,0.0,0.0,0.0
81703,0.0,1.0,0.0,0.0
1298802,0.0,1.0,0.0,0.0
340459,0.0,0.0,0.0,1.0
2138393,1.0,0.0,0.0,0.0
369068,1.0,0.0,0.0,0.0
468119,1.0,0.0,0.0,0.0
1281354,0.0,1.0,0.0,0.0
344806,0.0,0.0,0.0,1.0
338900,0.0,0.0,0.0,1.0
3213934,1.0,0.0,0.0,0.0
342310,0.0,0.0,0.0,1.0
1276642,0.0,1.0,0.0,0.0
3019522,1.0,0.0,0.0,0.0
149677,1.0,0.0,0.0,0.0
338506,0.0,0.0,0.0,1.0
337883,0.0,0.0,0.0,1.0
1272207,0.0,1.0,0.0,0.0
343209,0.0,0.0,0.0,1.0
2142005,1.0,0.0,0.0,0.0
336768,0.0,0.0,0.0,1.0
324394,1.0,0.0,0.0,0.0
626400,1.0,0.0,0.0,0.0
1273108,0.0,1.0,0.0,0.0
2116501,1.0,0.0,0.0,0.0
1281752,0.0,1.0,0.0,0.0
2674645,1.0,0.0,0.0,0.0
13311382,0.0,0.0,1.0,0.0
2147664,1.0,0.0,0.0,0.0
339136,0.0,0.0,0.0,1.0
376542,1.0,0.0,0.0,0.0
3379811,1.0,0.0,0.0,0.0
1657005,1.0,0.0,0.0,0.0
2250224,1.0,0.0,0.0,0.0
108938,0.0,0.0,1.0,0.0
340189,0.0,0.0,0.0,1.0
2422015,1.0,0.0,0.0,0.0
274627,1.0,0.0,0.0,0.0
338787,0.0,0.0,0.0,1.0
1286390,0.0,1.0,0.0,0.0
2584382,1.0,0.0,0.0,0.0
344941,0.0,0.0,0.0,1.0
2108216,1.0,0.0,0.0,0.0
1319850,1.0,0.0,0.0,0.0
338635,0.0,0.0,0.0,1.0
2112730,1.0,0.0,0.0,0.0
340007,0.0,0.0,0.0,1.0
2873523,1.0,0.0,0.0,0.0
1276066,0.0,1.0,0.0,0.0
266024,0.0,0.0,1.0,0.0
344558,0.0,0.0,0.0,1.0
335906,0.0,0.0,0.0,1.0
655757,1.0,0.0,0.0,0.0
262304,0.0,1.0,0.0,0.0
647003,1.0,0.0,0.0,0.0
1298887,0.0,1.0,0.0,0.0
339343,0.0,0.0,0.0,1.0
344924,0.0,0.0,0.0,1.0
96043,1.0,0.0,0.0,0.0
339380,0.0,0.0,0.0,1.0
353730,1.0,0.0,0.0,0.0
449564,1.0,0.0,0.0,0.0
1299998,0.0,1.0,0.0,0.0
1062710,1.0,0.0,0.0,0.0
338831,0.0,0.0,0.0,1.0
901866,1.0,0.0,0.0,0.0
319531,1.0,0.0,0.0,0.0
2236945,1.0,0.0,0.0,0.0
2184380,1.0,0.0,0.0,0.0
1284442,0.0,1.0,0.0,0.0
338283,0.0,0.0,0.0,1.0
1289672,0.0,1.0,0.0,0.0
3022002,1.0,0.0,0.0,0.0
1279394,0.0,1.0,0.0,0.0
1245997,1.0,0.0,0.0,0.0
338592,0.0,0.0,0.0,1.0
195104,1.0,0.0,0.0,0.0
337490,0.0,0.0,0.0,1.0
337520,0.0,0.0,0.0,1.0
341475,0.0,0.0,0.0,1.0
338304,0.0,0.0,0.0,1.0
6911051,0.0,0.0,1.0,0.0
339819,0.0,0.0,0.0,1.0
341517,0.0,0.0,0.0,1.0
2967065,1.0,0.0,0.0,0.0
637196,1.0,0.0,0.0,0.0
1279166,0.0,1.0,0.0,0.0
1273653,0.0,1.0,0.0,0.0
350337,1.0,0.0,0.0,0.0
338504,0.0,0.0,0.0,1.0
1285692,0.0,1.0,0.0,0.0
344669,0.0,0.0,0.0,1.0
1278130,0.0,1.0,0.0,0.0
1281326,0.0,1.0,0.0,0.0
1284626,0.0,1.0,0.0,0.0
1299827,0.0,1.0,0.0,0.0
258991,1.0,0.0,0.0,0.0
13656451,0.0,0.0,1.0,0.0
3011802,1.0,0.0,0.0,0.0
177300,1.0,0.0,0.0,0.0
344981,0.0,0.0,0.0,1.0
337790,0.0,0.0,0.0,1.0
1285123,0.0,1.0,0.0,0.0
14770567,0.0,0.0,1.0,0.0
338349,0.0,0.0,0.0,1.0
2540892,1.0,0.0,0.0,0.0
2697339,1.0,0.0,0.0,0.0
339911,0.0,0.0,0.0,1.0
344926,0.0,0.0,0.0,1.0
340118,0.0,0.0,0.0,1.0
2851486,1.0,0.0,0.0,0.0
609105,1.0,0.0,0.0,0.0
3327121,1.0,0.0,0.0,0.0
1276766,0.0,1.0,0.0,0.0
337633,0.0,0.0,0.0,1.0
1269735,0.0,1.0,0.0,0.0
1272415,0.0,1.0,0.0,0.0
1280012,0.0,1.0,0.0,0.0
341521,0.0,0.0,0.0,1.0
1317045,1.0,0.0,0.0,0.0
920534,0.0,0.0,1.0,0.0
1589444,1.0,0.0,0.0,0.0
632595,1.0,0.0,0.0,0.0
17082,0.0,1.0,0.0,0.0
1282325,0.0,1.0,0.0,0.0
2656966,1.0,0.0,0.0,0.0
1280515,0.0,1.0,0.0,0.0
583381,1.0,0.0,0.0,0.0
2841768,1.0,0.0,0.0,0.0
339688,0.0,0.0,0.0,1.0
1765546,1.0,0.0,0.0,0.0
2211692,1.0,0.0,0.0,0.0
2231075,1.0,0.0,0.0,0.0
1285524,0.0,1.0,0.0,0.0
1279182,0.0,1.0,0.0,0.0
278146,0.0,1.0,0.0,0.0
339854,0.0,0.0,0.0,1.0
342449,0.0,0.0,0.0,1.0
663546,1.0,0.0,0.0,0.0
343876,0.0,0.0,0.0,1.0
1273602,0.0,1.0,0.0,0.0
337506,0.0,0.0,0.0,1.0
538213,1.0,0.0,0.0,0.0
2212444,1.0,0.0,0.0,0.0
1282071,0.0,1.0,0.0,0.0
2408487,1.0,0.0,0.0,0.0
336823,0.0,0.0,0.0,1.0
337734,0.0,0.0,0.0,1.0
159112,1.0,0.0,0.0,0.0
290091,1.0,0.0,0.0,0.0
344445,0.0,0.0,0.0,1.0
512188,1.0,0.0,0.0,0.0
344346,0.0,0.0,0.0,1.0
343867,0.0,0.0,0.0,1.0
13300546,0.0,0.0,1.0,0.0
343552,0.0,0.0,0.0,1.0
3180898,1.0,0.0,0.0,0.0
338991,0.0,0.0,0.0,1.0
343335,0.0,0.0,0.0,1.0
1299714,0.0,1.0,0.0,0.0
344838,0.0,0.0,0.0,1.0
506035,1.0,0.0,0.0,0.0
1283916,0.0,1.0,0.0,0.0
3313308,1.0,0.0,0.0,0.0
337663,0.0,0.0,0.0,1.0
336203,0.0,0.0,0.0,1.0
343994,0.0,0.0,0.0,1.0
1284778,0.0,1.0,0.0,0.0
3068955,1.0,0.0,0.0,0.0
1385865,1.0,0.0,0.0,0.0
2895454,1.0,0.0,0.0,0.0
341161,1.0,0.0,0.0,0.0
338235,0.0,0.0,0.0,1.0
340504,0.0,0.0,0.0,1.0
338847,0.0,0.0,0.0,1.0
657741,1.0,0.0,0.0,0.0
1272908,0.0,1.0,0.0,0.0
14770566,0.0,0.0,1.0,0.0
3514212,1.0,0.0,0.0,0.0
644306,1.0,0.0,0.0,0.0
1270587,0.0,1.0,0.0,0.0
258994,1.0,0.0,0.0,0.0
1284522,0.0,1.0,0.0,0.0
2991816,1.0,0.0,0.0,0.0
339292,0.0,0.0,0.0,1.0
340579,0.0,0.0,0.0,1.0
2121820,1.0,0.0,0.0,0.0
2136049,1.0,0.0,0.0,0.0
336256,0.0,0.0,0.0,1.0
1280178,0.0,1.0,0.0,0.0
359347,1.0,0.0,0.0,0.0
1285150,0.0,1.0,0.0,0.0
340229,0.0,0.0,0.0,1.0
341625,0.0,0.0,0.0,1.0
1277990,0.0,1.0,0.0,0.0
1298947,0.0,1.0,0.0,0.0
1277872,0.0,1.0,0.0,0.0
340619,0.0,0.0,0.0,1.0
2374521,1.0,0.0,0.0,0.0
2156550,1.0,0.0,0.0,0.0
1299838,0.0,1.0,0.0,0.0
336505,0.0,0.0,0.0,1.0
465684,1.0,0.0,0.0,0.0
1299627,0.0,1.0,0.0,0.0
1267854,0.0,1.0,0.0,0.0
1284614,0.0,1.0,0.0,0.0
1279765,0.0,1.0,0.0,0.0
653395,1.0,0.0,0.0,0.0
2883335,1.0,0.0,0.0,0.0
340141,0.0,0.0,0.0,1.0
345064,0.0,0.0,0.0,1.0
1273719,0.0,1.0,0.0,0.0
338250,0.0,0.0,0.0,1.0
1386490,1.0,0.0,0.0,0.0
2960436,1.0,0.0,0.0,0.0
2800253,1.0,0.0,0.0,0.0
3077702,1.0,0.0,0.0,0.0
2569561,1.0,0.0,0.0,0.0
354069,1.0,0.0,0.0,0.0
2247881,1.0,0.0,0.0,0.0
336198,0.0,0.0,0.0,1.0
758166,1.0,0.0,0.0,0.0
1270201,0.0,1.0,0.0,0.0
336488,0.0,0.0,0.0,1.0
2247823,1.0,0.0,0.0,0.0
1282302,0.0,1.0,0.0,0.0
336018,0.0,0.0,0.0,1.0
342743,0.0,0.0,0.0,1.0
344844,0.0,0.0,0.0,1.0
473944,1.0,0.0,0.0,0.0
1284665,0.0,1.0,0.0,0.0
19373,1.0,0.0,0.0,0.0
319196,1.0,0.0,0.0,0.0
1287067,0.0,1.0,0.0,0.0
336511,0.0,0.0,0.0,1.0
1281911,0.0,1.0,0.0,0.0
5117,1.0,0.0,0.0,0.0
2560437,1.0,0.0,0.0,0.0
344596,0.0,0.0,0.0,1.0
2207805,1.0,0.0,0.0,0.0
1298997,0.0,1.0,0.0,0.0
449626,1.0,0.0,0.0,0.0
1270190,0.0,1.0,0.0,0.0
276666,1.0,0.0,0.0,0.0
1220809,1.0,0.0,0.0,0.0
1618421,1.0,0.0,0.0,0.0
3232815,1.0,0.0,0.0,0.0
340472,0.0,0.0,0.0,1.0
510928,1.0,0.0,0.0,0.0
1282243,0.0,1.0,0.0,0.0
280709,0.0,0.0,0.0,1.0
1289185,0.0,1.0,0.0,0.0
2112903,1.0,0.0,0.0,0.0
341242,0.0,0.0,0.0,1.0
893594,1.0,0.0,0.0,0.0
336731,0.0,0.0,0.0,1.0
677161,1.0,0.0,0.0,0.0
344335,0.0,0.0,0.0,1.0
343120,0.0,0.0,0.0,1.0
3079893,1.0,0.0,0.0,0.0
526824,1.0,0.0,0.0,0.0
28327,0.0,0.0,1.0,0.0
7929630,0.0,0.0,1.0,0.0
2109617,1.0,0.0,0.0,0.0
377716,1.0,0.0,0.0,0.0
337088,0.0,0.0,0.0,1.0
336425,0.0,0.0,0.0,1.0
205964,1.0,0.0,0.0,0.0
335784,0.0,0.0,0.0,1.0
2232723,1.0,0.0,0.0,0.0
336809,0.0,0.0,0.0,1.0
338569,0.0,0.0,0.0,1.0
1276824,0.0,1.0,0.0,0.0
686077,1.0,0.0,0.0,0.0
3369926,1.0,0.0,0.0,0.0
344449,0.0,0.0,0.0,1.0
342175,0.0,0.0,0.0,1.0
633032,1.0,0.0,0.0,0.0
1298987,0.0,1.0,0.0,0.0
1276781,0.0,1.0,0.0,0.0
341054,0.0,0.0,0.0,1.0
1269932,0.0,1.0,0.0,0.0
336525,0.0,0.0,0.0,1.0
340534,0.0,0.0,0.0,1.0
341433,0.0,0.0,0.0,1.0
1270215,0.0,1.0,0.0,0.0
2995717,1.0,0.0,0.0,0.0
1274838,0.0,1.0,0.0,0.0
1269693,0.0,1.0,0.0,0.0
1273877,0.0,1.0,0.0,0.0
1274299,0.0,1.0,0.0,0.0
2631382,1.0,0.0,0.0,0.0
558453,1.0,0.0,0.0,0.0
1128943,1.0,0.0,0.0,0.0
3176023,1.0,0.0,0.0,0.0
588656,1.0,0.0,0.0,0.0
337665,0.0,0.0,0.0,1.0
332136,1.0,0.0,0.0,0.0
343325,1.0,0.0,0.0,0.0
1273556,0.0,1.0,0.0,0.0
625187,1.0,0.0,0.0,0.0
2672496,1.0,0.0,0.0,0.0
1480796,1.0,0.0,0.0,0.0
2157238,1.0,0.0,0.0,0.0
2957280,1.0,0.0,0.0,0.0
338677,0.0,0.0,0.0,1.0
1289034,0.0,1.0,0.0,0.0
1270120,0.0,1.0,0.0,0.0
341626,1.0,0.0,0.0,1.0
341380,0.0,0.0,0.0,1.0
342726,0.0,0.0,0.0,1.0
1272035,0.0,1.0,0.0,0.0
1277300,0.0,1.0,0.0,0.0
337902,0.0,0.0,0.0,1.0
1281377,0.0,1.0,0.0,0.0
116903,0.0,0.0,1.0,0.0
339716,0.0,0.0,0.0,1.0
267760,1.0,0.0,0.0,0.0
339621,0.0,0.0,0.0,1.0
2673778,1.0,0.0,0.0,0.0
3082733,1.0,0.0,0.0,0.0
1291420,0.0,1.0,0.0,0.0
277811,0.0,1.0,0.0,0.0
3204417,1.0,0.0,0.0,0.0
343415,0.0,0.0,0.0,1.0
2128794,1.0,0.0,0.0,0.0
341623,0.0,0.0,0.0,1.0
343106,0.0,0.0,0.0,1.0
2228580,1.0,0.0,0.0,0.0
343074,0.0,0.0,0.0,1.0
335888,0.0,0.0,0.0,1.0
338682,0.0,0.0,0.0,1.0
35104,1.0,0.0,0.0,0.0
109285,1.0,0.0,0.0,0.0
1292707,0.0,1.0,0.0,0.0
3205099,1.0,0.0,0.0,0.0
337462,0.0,0.0,0.0,1.0
